SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20051201|000361105|AIR|14450|A A R CORP|.
20051201|000770107|ABHG|592247|AB HOLDING GROUP INC|.
20051201|000788109|ABWG|55175|A.B. WATLEY GROUP INC|.
20051201|00080V203|ABNPRF|14326|ABN AMRO HLDG N.V. CAP FDG TR|.
20051201|000912105|ACG|78470|ACM INCOME FD|.
20051201|000955104|ACTT|34951|ACT TELECONFERENCING INC|.
20051201|000973107|ACTMQ|52125|ACT MANUFACTURING INC|.
20051201|001004100|ADMT|41238|ADM TRONICS UNLIMITED INC|.
20051201|00104Q107|AFCE|46074|AFC ENTERPRISES INC|.
20051201|00106E102|AFNN|10000|AFMN, INC.|.
20051201|00167K401|ADL|26787|AMDL INC|.
20051201|001765106|AMR|31807|AMR CORP|.
20051201|001941103|ATYT|143291|ATI TECHNLOGIES INC.|.
20051201|001963107|ASVI|51009|A S V INC|.
20051201|001986108|AETUF|50000|ARC ENERGY TRUST UTS|.
20051201|00206R102|SBC|588774|AT&T INC. COM|.
20051201|00206R201|SBT|12812|AT&T 7% PUB INCM NTS (PINES) D|.
20051201|002083103|ATSI|23797|ATS MEDICAL INC|.
20051201|00208J108|ATPG|10817|ATP OIL & GAS CORPORATION|.
20051201|00209C102|AHN|66746|ATC HEALTHCARE INC CL A|.
20051201|00209G202|ATSX|12963|ATSI COMMUNICATIONS INC NEW|.
20051201|00209H101|ATAHQ|67554|ATA HLDGS CORP|.
20051201|002255107|AUO|50535|AU OPTRONICS CP ADS (10 COM)|.
20051201|002346104|AVII|28355|AVI BIOPHARMA INC|.
20051201|002457109|AXJ|94689|AXM PHARMA INC|.
20051201|00252W104|AAIIQ|324794|AAIPHARMA INC|.
20051201|00253U107|ASTM|65991|AASTROM BIOSCIENCES INC|.
20051201|00339B107|ABGX|50250|ABGENIX INC|.
20051201|003709102|ABLE|18430|ABLE ENERGY INC|.
20051201|00371N407|ABRXQ|31148|ABLE LABORATORIES INC|.
20051201|00372P203|ABNPRE|29582|ABN AMRO CAP FDG TR V|.
20051201|003830106|ABP|25237|ABRAXAS PETROLEUM CORP.|.
20051201|003881208|CBMX|20679|ACACIA RESEARCH CORP AR COMBIM|.
20051201|00430L103|ABPI|80620|ACCENTIA BIOPHARMACUETICALS IN|.
20051201|004325205|AKLMQ|146950|ACCLAIM ENTERTAINMENT INC|.
20051201|00433B201|ACNJF|71163|ACCLAIM ENERGY TR UN NEW|.
20051201|00437P107|LEND|27772|ACCREDITED HOME LENDERS HLDG C|.
20051201|00438W101|ACUP|147521|ACCUPOLL HLDG CORP|.
20051201|004404109|ACEC|20027|ACE*COMM CORP|.
20051201|004724100|AMIIQ|39421|ACME METALS INC|.
20051201|004930202|ATVI|369450|ACTIVISION INC|.
20051201|00504W100|ACPW|16892|ACTIVE POWER INC|.
20051201|00516Q109|AVPA|10000|AD VENTURE PARTNERS INC COM|.
20051201|00516Q117|AVPAW|551270|AD VENTURE PARTNERS INC WTS 6/|.
20051201|00635P107|ARXT|15474|ADAMS RESPIRATORY THERAPEUTICS|.
20051201|006503106|ANCGF|34900|ADANAC MOLY CORP (CANADA)|.
20051201|006848600|ADLMQ|160510|ADELPHIA COMMUNICATIONS CORP C|.
20051201|00686R200|ADH|12529|ADHEREX TECHNOLOGIES INC COM S|.
20051201|007131105|ADBRF|42575|ADMIRAL BAY RESOURCES INC|.
20051201|00724F101|ADBE|12437|ADOBE SYS INC (DE)|.
20051201|007486103|AVNA|116301|ADVANCE NANTECH INC|.
20051201|00750Y206|AVTX|10725|ADVANCE TECHNOLOGIES INC|.
20051201|007511108|ADVC|18512866|ADVANCED COMMUNICATIONS TECH|.
20051201|00751Y106|AAP|14948|ADVANCE AUTO PARTS INC|.
20051201|00752G104|ABPH|644419|ADVANCED BIOPHOTONICS, INC.|.
20051201|00754E107|API|52635|ADVANCED PHOTONIX INC CL-A|.
20051201|00755F103|ATISZ|16380|ADVANCED TISSUE SCIENCES INC|.
20051201|00756M404|ASX|36235|AMER SEMI-COND ENG ADS (5CMSH)|.
20051201|00760B105|AGIS|27810|AEGIS COMMUN GR INC-NEW|.
20051201|00760G104|ACAR|13371|AEGIS CONSUMER FUNDING GROUP|.
20051201|00761E108|APTI|20500|ADVANCED POWER TECHNOLOGY INC.|.
20051201|007624109|ADXS|94906|ADVAXIS, INC.|.
20051201|007635105|ARFRE|18040|ADVANCED REFRACTIVE TECHNOLOGI|.
20051201|007865108|ARO|63786|AEROPOSTALE INC|.
20051201|007903107|AMD|55764|ADVANCED MICRO DEVICES|.
20051201|007942204|ADVNB|14580|ADVANTA CORP CL-B|.
20051201|00826M103|AFFI|21635|AFFINITY TECHNOLOGY GROUP INC|.
20051201|008287104|AFMCF|12000|AFRICAN METALS CORP|.
20051201|00846F104|AGMG|26397|AGENT 155 MEDIA GROUP, INC.|.
20051201|00846U101|A|41261|AGILENT TECHNOLOGIES, INC|.
20051201|008474108|AEM|21307|AGNICO-EAGLE MINES LTD|.
20051201|008543100|AGPT|22500|AGRIPOST INC|.
20051201|00855F102|AGNI|40064|AGRONIX INC|.
20051201|008920100|AITX|103480|AIRTRAX INC|.
20051201|00941P403|ANCC|11385|AIRNET COMMUNICATIONS CORP NEW|.
20051201|009606104|AIXG|16190|AIXTRON AKTEINGESESELLSCHAFT A|.
20051201|011527108|AGIGF|66300|ALAMOS GOLD INC|.
20051201|01167P101|ALSK|14268|ALASKA COMMUN SYS GRP INC|.
20051201|013104104|ABS|47557|ALBERTSON'S INC|.
20051201|013716105|AL|10526|ALCAN INC|.
20051201|013817101|AA|10843|ALCOA INC|.
20051201|013904305|ALA|19840|ALCATEL ADS(EACH REP 1 ORD SH)|.
20051201|01858P105|ADTR|74633|ALLIANCE DISTRIBUTORS HOLDING,|.
20051201|01859P609|AGI|26075|ALLIANCE GAMING CORP|.
20051201|01864U106|AFB|44264|ALLIANCE MUNICIPAL INCOME FD|.
20051201|018772103|AOI|21835|ALLIANCE ONE INTERNATION, INC.|.
20051201|018773309|ALLP|14285|ALLIANCE PHARMACEUTICAL CORP-N|.
20051201|018796102|AWG|44280|ALLIANCE WORLD DOLLAR GOVT FD|.
20051201|01879R106|AWF|25780|ALLIANCE WLD DOLLAR GOVT FD II|.
20051201|01903Q108|ALD|176213|ALLIED CAPITAL CORP|.
20051201|019228402|AIB|12582|ALLIED IRISH BKS PLC ADS(RP 2|.
20051201|019741107|AXNP|1850408|ALLIXON CORPORATION|.
20051201|019743103|AXCP|45853|ALLIXION INTL CORP|.
20051201|019855105|ALOY|32424|ALLOY INC|.
20051201|021373105|ALTI|106160|ALTAIR NANOTECHNOLOGOES INC|.
20051201|021441100|ALTR|83437|ALTERA CORP|.
20051201|02209S103|MO|48152|ALTRIA GROUP,INC.|.
20051201|022154108|ATUX|138193|ALTUS EXPLORATION INC|.
20051201|022276109|ACH|16626|ALUIMINUM CORP OF CHINA (100 C|.
20051201|022624100|ACGI|89001|AMACORE GROUP, INC. (THE) CLAS|.
20051201|023135106|AMZN|140943|AMAZON COM INC|.
20051201|02313V109|AMZB|25065|AMAZON BIOTECH INC|.
